Sentences,Label
Thank you for coming back.,joy
Not now! These are my thanksgiving pants!,joy
No!,anger
"Oh, would you check out this Monica?",joy
"I just knocked off all of your top scores, how sad.",joy
Ok i&#39;m next Not! Don&#39;t start another game! I said i&#39;m next! Phoebe!,anger
"Oh, I am sorry. I didn&#39;t hear you about all the win.",joy
Chandler! Phoebe is finishing the game!,anger
No it won&#39;t! I promise I&#39;ll finish this turkey!,joy
Right!,joy
Because I am a Tribbiani!,joy
We can eat!,joy
Look at that!,joy
Yes independent! With a beautiful view of ...,joy
"He - he - he got on, he - he got on in San Diego.",joy
"He is in! Oh, did you hear that, Marcel? San Diego. San Diego!",joy
You are making a big mistake here.,disgust
Really helped speed up the process!,joy
Yes! Yes ... the hard part is over!,joy
"That&#39;s not the hard part, honey! The hard part is what&#39;s next. I mean, aren&#39;t you worried about the results?",fear
You can&#39;t have it.,anger
Give it to me!,anger
No,anger
I will go in there.,anger
Lol!,joy
Damn Monica Geller Hyphen Bing!,anger
"What we did was wrong. Oh god, I just had sex with someone who wasn&#39;t alive during the bicentenary.",disgust
Well that&#39;s different. My lie didn&#39;t turn any of us into a criminal in 48 states. What did you think you were doing?,disgust
I haven&#39;t thought. I&#39;ve been too busy falling ...,joy
Do not say it.,fear
...in love with you.,joy
We are sorry.,sadness
"Well, fall out.",anger
"You know you shouldn&#39;t even be here, it&#39;s a school night.",anger
I&#39;m like those women you see with shiny men named Chad.,disgust
I am Joan Collins.,disgust
She. Like you haven&#39;t done enough,anger
"Oh god, get out!",anger
Go out!!,anger
Go out!!,anger
Go out!,anger
!,anger
"All right i know! I know. Yes, everything will be fine.",joy
Oh my god ... what is he gonna do now?,fear
I can not see!,fear
Scared.,fear
Oh-hey-hey-hey! There you are!,joy
Fine! Maybe I will too!,joy
MEIN SANDWICH !!!!!!,anger
"Yes, she admitted to suddenly having to leave town.",sadness
"She avoids me, she doesn&#39;t want to tell me where my father is.",sadness
She knows and she won&#39;t tell me.,sadness
"Aww Pheebs, that sucks!",sadness
"Yeah, well, not &quot;Aww Pheebs, that sucks!&quot; I still.",sadness
"Uh, Pheebs, some people call this breaking and entering.",fear
"Well, are any of these people here ?!",anger
Ohh so cute,joy
"Uh-huh, well! But um, I&#39;m still mad at you.",anger
Janice. Hello Janice. OK let&#39;s go. I don&#39;t think we should go out anymore. Janice.,sadness
"Well. Well, you see. Stop it, stop it, stop it.",anger
"Well, you should be ashamed of yourself.",disgust
"I did it, but that was really fun.",joy
I&#39;m going crazy! OK? Do you have something here that looks homemade?,fear
Hey thank you very much.,joy
"Oh. Oh, I just can&#39;t believe Clark got me up!",anger
Oh what are you stupid It&#39;s been three hours.,anger
"I should just move on to happier things, okay? Um, why don&#39;t you tell us about your beautiful wedding?",sadness
Hey Ross! I&#39;ve brought reinforcements.,joy
"Oh cool! What, you brought Joey with you?",joy
"Ohh, Joey has the nicest friends!",joy
Ohh and the nicest friend!,joy
You&#39;re so sweet!,joy
Ohh you are so cute!,joy
You&#39;d better do something or I&#39;ll walk out that door right now! Well? Will you?,anger
How can you pick up a hitchhiker ?! He could be a rape - a rapist or a murderer or something!,fear
"You know what? I do not talk to you! You&#39;re going to sleep again! And you, are you a rapist ?!",anger
No!,anger
Oh i will play! I will play!,joy
How rude.,disgust
Pooh.,disgust
You&#39;re the worst best man ever!,anger
"Dude, that&#39;s not funny!",anger
What will i do ?!,fear
What difference does that make ?!,anger
Dude what should i do,fear
"Oh, Joey, I have such a problem!",fear
"I don&#39;t care, Rach! Look, I&#39;m tired of being the guy who knows all the secrets but can&#39;t tell anyone about them!",disgust
And you shouldn&#39;t clap !!,disgust
I am not listening to you!,anger
Oh! Yay! Appearance! There is a piece that has no bottom!,joy
So you like the drums!,joy
That&#39;s great!,joy
"Also, yay!",joy
Tequila!!,joy
That is fun.,joy
Yes! And he said really mean things that were only partially true.,sadness
I&#39;m going to go down there and teach this guy a lesson.,anger
"Joey, please don&#39;t do this. I think it&#39;s best if we just forget about it.",fear
It&#39;s easy for you to say that you weren&#39;t almost all killed.,anger
"Oh Maria. You can&#39;t say no to her, she&#39;s like this lycra spandex covered gym.",joy
No!,anger
Oh no you have to come,fear
Pheebs!,joy
Hi there!,joy
"Oh. No! No wait, this is weird!",disgust
That&#39;s funny!,disgust
I agree. And this little flap? Great for holding my lipstick on.,joy
And! Do you know what Jake is saying? Women&#39;s underwear is actually more comfortable. And he loves how the silk feels on his skin.,joy
"Yes, next he will tell you your high heels are good for his posture!",disgust
"Oh yes, he looked like a real lumberjack in those pink paints.",disgust
Okay anyway.,disgust
"Sure! Oh Joey, this ring I ... it&#39;s beautiful, I love it!",joy
Hi there!,joy
"No, no, no, don&#39;t you dare to go on me.",anger
"I think about it, Cha-ching!",joy
Yes! Well done man! Do you still have the egg?,joy
&quot;Best wishes for your birthday!&quot;,joy
Damn!,anger
Rach? Hi!,joy
Hi there!,joy
"No, no, wait, wait! I can&#39;t just let you hang up! Please talk to me.",fear
It&#39;s just that I&#39;ve been working on this meaningless impasse for ten years and no one here knows I exist!,sadness
I&#39;ve been talking to you about killing myself for five minutes now and no one looked up from her desk.,sadness
"Uh, I&#39;m going to kill myself!",sadness
What should I do?,fear
"Thanks, but I have a problem here to resolve.",fear
"Well, actually, I saved a little for you, Pheebs.",joy
"Come on, Joey, don&#39;t make me feel bad about it.",sadness
No i will !!,anger
Right!,anger
"Yeah, you really made me guilty of going out with this girl!",anger
Like-like-like I did something terrible to you!,anger
"And now, Pheebs, you do the same!",anger
That - it&#39;s not the same! This is,anger
"Okay, my girl from the other night was special. She was a scientist too!",anger
"Well, she graduated from high school!",anger
I don&#39;t have time to convince you because he&#39;s only been here for four hours and I&#39;ll visit him!,anger
Fine!,anger
And!,anger
Fine!,anger
And!,anger
What are you still doing here ?! I told you lobster ravioli!,anger
"Okay, that&#39;s great. No, I&#39;m- Oh.",joy
"Oh. Many Thanks. Ohhh, thank you very much. Oh thank you for coming. Uh, just a second!",joy
And!,joy
Let go!,anger
No! You let go!,anger
No!,anger
Give me that!,anger
Let go!,anger
"Look at your husband, Ewing. Nice shot. You know what? He couldn&#39;t hit water when on a boat.",disgust
"The Celtics? Ha. You couldn&#39;t start a boat if ... wait. You suck, okay?",disgust
Oh shut up. You know it&#39;s a year of rebuilding. You ... waah!,anger
"Honey, just give me one more chance, okay, we&#39;ll start over. We will return to Aruba.",fear
"Dr. Farber, we&#39;ve got a little emergency here ... Jason Costalano chokes on his henchman.",fear
Oh God ...,fear
"Look, please, please don&#39;t go anywhere, okay?",fear
I hate you!,anger
Yeah ... I&#39;m pretty sure I will still marry him.,joy
"What are you talking about?! Mindy, that guy&#39;s the devil! He is Satan in a smock!",disgust
"Please, now, no, every time I see him it&#39;s like &quot;is it on the line?&quot; &quot;Is it watching me?&quot;",fear
I have no time for that.,anger
He started mine first!,anger
"Oh, oh.",fear
We&#39;ll be there.,joy
Great. I&#39;ll see you then.,joy
"All right, keep rocking.",joy
"Umm, candles, champagne, yes, anniversaries are great.",joy
"Nothing like it in this life, money in the bank, so Rachel and I broke up.",sadness
Oh yes I would love that.,joy
Oh cool! Me too.,joy
Because! You could live out my fantasy!,joy
"Okay I can do that! Oh, by the way, me",joy
"Oh, I just wanted to say, &quot;Hey!&quot;",joy
"No, but they held me while shopping in person. Which is just one",sadness
"Come on, no peeking!",joy
"Okayyyyy, open up!",joy
Yes it is for our catering business!,joy
You know hey! You are the one who finished it do you remember?,anger
"No !! I do not care! I&#39;m not, I&#39;m not going to play one on one strip poker with you to practice!",anger
Isn&#39;t it amazing ?! Monica and Chandler get married.,joy
I know they will be,joy
"Ohh ... my two best friends falling in love, how often does that happen",joy
No! I&#39;m so happy for you!,joy
Me too! So happy for her!,joy
"Well, I&#39;ll stand in for him as a food reviewer for the Chelsea Reporter.",joy
"Wow, Monica! What a great opportunity to influence dozens of people.",joy
"How can you say yes, what about our catering business?",anger
Summer !!,joy
"Oh, in that case - yay! That was I hop on board.",joy
"Hey guys! Hey Ross, quick question for you. Are you ready to party",joy
I know you can&#39;t stand being in the same room as me so I just thought I&#39;d try to apologize on the phone.,sadness
"Look, I should never have kissed your girlfriend, but I am",fear
Stop calling !!,anger
"Hi there! Hi there! Hi there! This is 92.3, WXRK, K-Rock for our $ 1,000 daily challenge.",joy
So what?! That doesn&#39;t give you the right to get rid of me!,anger
I do not accept this rule.,anger
"If we make plans, I expect you to show up.",anger
"Okay, I can&#39;t just be a way to kill time until you meet someone better!",anger
"You know, friends come and go, but that&#39;s for life!",anger
Oh nice.,joy
One thing is missing.,sadness
"I want to become the ultimate battle master! It&#39;s the most intense physical competition in the world, it&#39;s banned in 49 states!",joy
"Monica, I want you in the front row if I win.",joy
I want you close enough to smell the blood.,joy
My parents will be so happy.,disgust
"When you talked about Roger, it killed me!",sadness
I know you probably don&#39;t want to date me you know because I&#39;m joking too many and never had a serious relationship and I think I&#39;m not technically a &quot;doctor ...&quot;,sadness
Oh yes.,joy
Hi there!,joy
Welcome back!,joy
Hi there! Can we pick up where we left off?,joy
This one! This one! This one! This one! This one! This one!,disgust
Oh no! Oh no! Oh no! Oh no! No! No! No!,disgust
Oh my god Stu! I can&#39;t believe you did this! Are you absolutely sure that she is a hooker?,disgust
Would you check it out Will I ever find a friend again? I will die an old girl.,sadness
"Well, I lied before.",sadness
Are you really gonna do this,fear
Yes. I will have a baby I will have a baby I will have a baby,joy
You said I was boring - Ohh!,anger
"All right, i&#39;m going!",anger
Because I won&#39;t spend another day with someone who wants to sabotage my every move.,anger
That&#39;s you Rachel!,anger
"And you! I throw myself on you and you say no, how gay are you?",anger
"I can&#39;t believe Jill is gone. I can&#39;t help myself, I&#39;ve opened a gate.",sadness
Appearance! That&#39;s ridiculous. We should grab you !!,anger
Great! Monica is moving!,joy
"No Phoebe, I&#39;m crazy!",anger
Yeah i&#39;m just crazy!,anger
Oh cool! Impressive! Yes it is convenient.,joy
"Because all I can ever do now is pregnant stuff, it just gets me down.",sadness
"See, didn&#39;t I tell you ?! You can get over Ross!",joy
This is so cute!,joy
No!,anger
"Look, could you dress Kathy, I apologize.",sadness
I have to say it&#39;s nice to see you on your feet again.,joy
I wrote boobies.,joy
No.,sadness
"It&#39;s no big deal, all right, I&#39;m cool.",fear
"Mon, look at you. You have a biscuit on your neck.",disgust
"Okay, the other night I was leaving the museum when &#39;Laser Floyd&#39; left the planetarium without trying to sell 50 boxes!",joy
"Then it occurred to me that the key to my success, the nibbles. So I started hitting the NYU dorms around midnight.",joy
I sell cookies on a case-by-case basis.,joy
"They call me, &quot;Cookie Dude!&quot;",joy
Me! On my computer.,joy
Thread!,joy
Result! Where are the disposable cameras?,joy
"I&#39;m sorry, man.",sadness
Ohh! It&#39;s so nice to meet you Hi there.,joy
And!,joy
Enough!,anger
This game doesn&#39;t make sense!,anger
You know what? You&#39;re only upset because you&#39;re losing.,joy
Let me think. Let me think - Oh! I do not care.,anger
Choose you fool!,anger
"Okay, you picked the gimmie card! You get all points from Ross!",joy
This game is kind of fun.,joy
